bookid	responseid	num_sentences	Emotional_impact	Narrative_feeling	Reflection	Aesthetic_feeling	All
60368	522930	4	1	0	0	0	1
60368	522933	4	0	1	0	0	1
60368	522943	4	0	0	0	0	0
60368	522950	4	1	0	0	0	1
60368	186980	3	0	0	0	2	2
60368	193578	3	2	0	0	0	2
60368	200900	3	1	0	0	0	1
60368	201268	3	0	1	0	1	2
60368	201375	3	2	0	0	0	2
60368	211089	3	0	0	0	0	0
60368	215251	3	1	0	0	0	1
60368	216553	3	0	1	0	0	1
60368	217698	3	1	2	0	0	3
60368	220595	3	1	1	0	1	3
60368	299044	3	0	0	0	0	0
60368	299045	3	0	0	0	0	0
60368	299047	3	0	2	0	0	2
60368	522825	3	0	0	0	0	0
60368	522830	3	1	0	0	0	1
60368	522834	3	2	0	0	1	3
60368	522837	3	0	1	0	0	1
60368	522840	3	0	2	1	0	3
60368	522843	3	0	3	0	0	3
60368	522847	3	3	0	0	0	3
60368	522864	3	1	2	0	0	3
60368	522868	3	0	0	0	1	1
60368	522870	3	0	0	0	0	0
60368	522879	3	1	0	0	1	2
60368	522883	3	0	0	0	1	1
60368	522886	3	0	0	0	0	0
60368	522890	3	1	1	0	2	4
60368	522894	3	0	0	0	0	0
60368	522899	3	1	0	0	0	1
60368	522900	3	0	0	1	0	1
60368	522903	3	0	0	0	0	0
60368	522909	3	0	0	0	0	0
60368	522913	3	1	1	0	2	4
60368	522915	3	2	0	0	0	2
60368	522919	3	0	0	1	1	2
60368	522920	3	1	1	1	0	3
60368	522922	3	0	1	0	0	1
60368	522924	3	1	0	0	0	1
60368	522928	3	0	0	0	0	0
60368	522936	3	1	0	0	0	1
60368	522937	3	2	0	0	0	2
60368	187141	2	1	0	0	0	1
60368	195945	2	0	1	0	0	1
60368	200099	2	2	1	0	0	3
60368	208827	2	0	2	0	0	2
60368	208828	2	0	2	0	0	2
60368	299037	2	0	2	0	0	2
60368	522818	2	1	0	0	0	1
60368	522845	2	0	1	0	0	1
60368	522846	2	1	1	0	1	3
60368	522848	2	0	0	0	0	0
60368	522851	2	1	0	0	0	1
60368	522876	2	0	0	0	0	0
60368	522878	2	0	0	0	0	0
60368	522880	2	2	0	0	0	2
60368	522889	2	0	1	1	0	2
60368	522892	2	0	0	0	0	0
60368	522907	2	0	0	0	0	0
60368	522908	2	1	1	0	0	2
60368	522910	2	1	2	1	0	4
60368	522921	2	0	0	1	1	2
60368	522949	2	1	0	0	0	1
60368	208829	1	0	0	0	0	0
60368	299046	1	0	0	0	0	0
60368	465606	1	1	0	0	0	1
60368	522861	1	0	0	0	0	0
60368	522863	1	0	0	0	0	0
60368	522873	1	2	0	0	0	2
60368	522902	1	0	0	0	1	1
60368	522931	1	1	0	0	0	1
61489	198822	49	2	8	5	1	16
61489	282064	49	2	8	5	1	16
61489	74513	49	2	8	5	1	16
61489	210286	43	3	5	0	2	10
61489	282082	31	3	5	0	0	8
61489	467202	30	3	5	0	0	8
61489	186192	26	1	4	0	1	6
61489	282075	25	3	4	1	2	10
61489	282092	25	1	4	0	1	6
61489	56731	25	1	4	0	1	6
61489	85609	23	0	6	3	1	10
61489	97798	21	3	5	0	0	8
61489	77002	20	3	3	0	0	6
61489	85972	19	2	4	1	0	7
61489	217614	16	0	3	0	1	4
61489	467197	16	3	6	1	3	13
61489	57101	16	3	6	1	3	13
61489	467187	14	0	2	0	1	3
61489	85591	14	3	0	0	1	4
61489	91846	13	0	2	0	1	3
61489	184056	12	0	5	1	0	6
61489	282093	12	0	5	1	0	6
61489	467206	12	0	5	1	0	6
61489	52295	12	0	5	1	0	6
61489	51293	11	1	3	0	0	4
61489	203490	10	5	4	0	0	9
61489	216631	10	1	2	0	4	7
61489	282050	10	4	2	0	1	7
61489	282080	10	1	7	0	0	8
61489	282090	10	0	3	0	0	3
61489	467201	10	1	7	0	0	8
61489	54311	10	1	7	0	0	8
61489	74036	10	4	3	0	1	8
61489	101553	9	2	3	0	1	6
61489	185665	9	0	1	2	0	3
61489	197343	9	1	2	0	2	5
61489	214814	9	2	3	0	1	6
61489	282049	9	0	3	0	0	3
61489	282052	9	4	3	1	1	9
61489	282067	9	1	6	0	0	7
61489	282072	9	2	0	2	0	4
61489	282087	9	0	5	1	1	7
61489	282091	9	2	3	0	1	6
61489	282095	9	1	2	0	2	5
61489	467176	9	1	6	0	1	8
61489	467199	9	1	2	0	4	7
61489	65885	9	1	2	0	4	7
61489	199949	8	1	0	0	0	1
61489	208215	8	1	1	2	2	6
61489	211029	8	0	3	1	0	4
61489	211285	8	0	1	1	1	3
61489	217102	8	2	5	0	0	7
61489	220898	8	1	3	2	1	7
61489	282055	8	1	0	0	0	1
61489	282068	8	1	1	2	2	6
61489	282085	8	2	1	0	2	5
61489	467185	8	0	0	1	0	1
61489	467186	8	1	0	0	0	1
61489	467204	8	0	5	1	1	7
61489	467205	8	0	2	0	0	2
61489	82030	8	1	3	1	0	5
61489	187839	7	1	1	0	1	3
61489	188698	7	1	4	2	0	7
61489	193213	7	1	1	0	2	4
61489	194751	7	0	3	0	0	3
61489	209791	7	2	2	0	1	5
61489	282059	7	1	3	0	0	4
61489	282065	7	1	3	1	2	7
61489	282081	7	1	4	2	0	7
61489	282097	7	0	0	0	0	0
61489	467178	7	0	3	1	0	4
61489	467182	7	0	1	0	0	1
61489	467188	7	0	3	0	0	3
61489	51554	7	0	4	2	1	7
61489	55519	7	0	3	1	0	4
61489	59939	7	1	4	2	0	7
61489	70092	7	0	2	1	0	3
61489	82302	7	2	0	0	0	2
61489	183756	6	1	1	0	4	6
61489	184272	6	0	3	1	0	4
61489	188361	6	3	1	3	1	8
61489	192674	6	0	2	0	1	3
61489	203750	6	2	2	0	0	4
61489	207370	6	0	3	1	0	4
61489	215093	6	0	0	0	0	0
61489	282070	6	0	3	0	0	3
61489	282089	6	1	3	0	0	4
61489	467180	6	0	2	0	3	5
61489	63626	6	3	0	2	0	5
61489	78823	6	0	0	0	1	1
61489	104731	5	0	0	0	0	0
61489	188299	5	0	2	1	2	5
61489	196027	5	0	0	0	1	1
61489	203999	5	2	1	0	0	3
61489	204275	5	0	3	0	0	3
61489	210011	5	2	0	1	0	3
61489	220314	5	0	1	0	1	2
61489	282051	5	1	1	0	0	2
61489	282053	5	0	3	1	2	6
61489	282056	5	1	3	0	0	4
61489	282069	5	0	2	0	1	3
61489	282071	5	2	0	1	0	3
61489	282076	5	0	3	0	0	3
61489	282077	5	1	1	0	2	4
61489	282094	5	0	2	0	0	2
61489	467174	5	0	1	1	0	2
61489	467183	5	2	3	0	0	5
61489	467189	5	1	2	0	0	3
61489	467193	5	1	1	2	0	4
61489	68793	5	0	1	1	0	2
61489	98862	5	1	2	1	3	7
61489	108433	4	1	4	1	1	7
61489	184059	4	0	0	0	1	1
61489	185719	4	0	4	0	0	4
61489	185926	4	0	0	0	0	0
61489	188984	4	0	4	0	0	4
61489	192384	4	1	1	0	1	3
61489	192612	4	1	1	0	2	4
61489	193468	4	0	3	0	1	4
61489	193659	4	0	1	0	1	2
61489	194397	4	0	2	1	1	4
61489	195711	4	1	2	0	0	3
61489	196702	4	0	4	0	2	6
61489	201250	4	1	2	0	0	3
61489	211792	4	0	1	0	1	2
61489	213544	4	1	0	0	0	1
61489	213819	4	0	2	0	0	2
61489	218680	4	0	2	0	1	3
61489	221511	4	0	1	0	2	3
61489	282062	4	0	1	0	0	1
61489	282073	4	1	1	2	0	4
61489	282086	4	0	0	0	0	0
61489	282088	4	3	1	0	0	4
61489	282100	4	0	1	0	0	1
61489	467173	4	2	0	0	0	2
61489	467175	4	1	1	0	0	2
61489	467184	4	2	2	0	1	5
61489	467194	4	0	0	0	1	1
61489	467196	4	0	3	2	2	7
61489	467198	4	2	1	0	1	4
61489	467200	4	0	3	0	1	4
61489	467203	4	1	3	0	0	4
61489	56976	4	1	1	0	0	2
61489	65875	4	1	1	0	2	4
61489	66014	4	0	1	0	1	2
61489	66774	4	0	3	0	1	4
61489	79525	4	1	2	0	0	3
61489	85060	4	1	0	0	0	1
61489	182285	3	1	0	0	0	1
61489	187837	3	0	1	1	0	2
61489	196385	3	0	0	0	1	1
61489	205374	3	0	2	0	0	2
61489	207050	3	1	2	0	1	4
61489	207498	3	0	2	0	0	2
61489	208063	3	1	0	0	0	1
61489	210345	3	1	2	0	1	4
61489	218416	3	0	2	0	0	2
61489	282047	3	1	1	0	0	2
61489	282048	3	0	0	0	0	0
61489	282060	3	0	2	0	0	2
61489	282061	3	0	2	0	0	2
61489	282063	3	0	1	0	0	1
61489	282074	3	0	1	0	0	1
61489	282079	3	0	3	0	2	5
61489	282083	3	0	0	0	0	0
61489	282084	3	1	3	0	0	4
61489	282096	3	0	0	0	0	0
61489	467179	3	2	2	0	1	5
61489	467181	3	2	2	0	0	4
61489	467192	3	0	0	0	0	0
61489	467195	3	1	1	0	3	5
61489	186496	2	1	2	0	0	3
61489	187219	2	1	2	0	1	4
61489	188429	2	0	0	0	0	0
61489	200230	2	0	1	0	2	3
61489	209806	2	0	1	0	0	1
61489	219890	2	0	1	0	0	1
61489	282098	2	0	0	0	0	0
61489	282099	2	1	0	0	0	1
61489	467207	2	1	2	0	0	3
61489	81791	2	0	0	0	0	0
61489	85587	2	1	2	0	2	5
61489	185316	1	1	1	0	0	2
61489	186658	1	1	0	0	0	1
61489	190031	1	0	0	0	0	0
61489	208571	1	1	0	0	0	1
61489	209804	1	0	0	0	1	1
61489	282054	1	0	1	0	0	1
61489	282066	1	0	0	0	2	2
61489	282078	1	1	3	1	2	7
61489	467177	1	3	2	0	0	5
61489	467190	1	0	2	0	1	3
61489	467191	1	0	2	0	0	2
61489	54497	1	0	0	0	1	1
41080	72996	50	3	5	2	4	14
41080	72494	38	4	3	0	1	8
41080	87767	38	1	3	0	4	8
41080	380026	36	1	1	1	1	4
41080	68267	35	1	1	1	1	4
41080	77451	30	0	2	3	2	7
41080	294192	29	1	1	1	1	4
41080	50370	29	1	1	1	1	4
41080	62427	28	2	3	0	5	10
41080	64969	28	3	2	2	3	10
41080	294193	27	3	2	2	3	10
41080	294185	25	2	0	0	0	2
41080	294189	25	1	0	0	0	1
41080	73319	25	1	0	0	0	1
41080	90489	25	2	0	0	0	2
41080	294188	23	2	0	1	0	3
41080	56110	23	2	0	1	0	3
41080	88005	22	2	4	0	5	11
41080	85959	20	4	4	0	0	8
41080	294190	19	1	2	0	1	4
41080	106832	18	0	1	0	2	3
41080	49275	18	3	1	0	3	7
41080	92577	17	0	1	0	1	2
41080	94372	15	2	3	1	3	9
41080	95324	15	1	3	0	1	5
41080	294186	14	4	0	0	0	4
41080	80267	14	4	0	0	0	4
41080	95685	14	2	2	0	2	6
41080	294194	13	1	1	0	4	6
41080	191144	12	0	0	0	2	2
41080	219257	12	3	0	0	0	3
41080	294187	12	0	0	0	2	2
41080	55184	12	4	1	2	3	10
41080	63620	12	0	0	0	2	2
41080	87445	12	3	1	2	5	11
41080	106079	11	3	0	0	0	3
41080	107064	10	1	2	0	5	8
41080	379994	10	0	0	0	1	1
41080	379995	9	1	0	1	3	5
41080	380014	9	0	2	2	0	4
41080	380024	9	1	2	1	0	4
41080	96443	9	3	3	1	1	8
41080	380000	8	0	1	0	3	4
41080	380018	8	0	1	0	3	4
41080	380033	8	0	0	0	0	0
41080	56543	8	1	0	1	3	5
41080	58924	8	5	4	0	2	11
41080	379911	7	0	3	0	0	3
41080	379943	7	1	0	1	0	2
41080	380013	7	1	0	0	5	6
41080	380028	7	2	1	0	0	3
41080	61142	7	0	3	0	1	4
41080	92982	7	0	1	0	0	1
41080	379941	6	4	0	0	1	5
41080	379951	6	1	0	0	1	2
41080	379953	6	0	2	0	2	4
41080	379978	6	2	2	0	0	4
41080	379993	6	3	0	1	0	4
41080	380011	6	0	0	0	0	0
41080	380021	6	2	3	0	2	7
41080	380034	6	2	0	0	2	4
41080	72392	6	0	2	0	4	6
41080	379921	5	1	1	0	1	3
41080	379931	5	0	3	0	1	4
41080	379964	5	1	0	0	0	1
41080	379969	5	0	1	0	0	1
41080	379970	5	0	1	0	0	1
41080	379977	5	0	2	1	3	6
41080	379983	5	1	0	0	2	3
41080	379986	5	2	1	0	0	3
41080	380016	5	2	2	0	3	7
41080	380023	5	2	3	0	1	6
41080	380030	5	0	1	0	1	2
41080	380031	5	1	3	0	3	7
41080	380035	5	0	1	0	0	1
41080	66624	5	1	1	0	2	4
41080	86620	5	0	1	1	3	5
41080	99967	5	0	0	0	1	1
41080	108675	4	0	0	0	0	0
41080	294182	4	1	1	0	1	3
41080	294183	4	1	1	1	0	3
41080	379920	4	0	0	0	0	0
41080	379923	4	1	1	0	1	3
41080	379925	4	0	1	1	0	2
41080	379942	4	1	1	0	0	2
41080	379948	4	0	2	0	2	4
41080	379955	4	0	0	0	2	2
41080	379957	4	0	0	1	3	4
41080	379962	4	1	0	0	2	3
41080	379963	4	1	0	0	3	4
41080	379968	4	2	0	0	0	2
41080	379985	4	0	1	0	1	2
41080	379988	4	1	1	3	1	6
41080	379997	4	0	2	0	1	3
41080	379999	4	0	0	0	0	0
41080	380002	4	1	1	0	0	2
41080	380004	4	1	2	0	3	6
41080	380005	4	0	0	0	2	2
41080	380006	4	1	0	0	1	2
41080	380012	4	1	1	0	1	3
41080	380038	4	2	1	0	4	7
41080	380039	4	0	0	0	0	0
41080	67754	4	1	1	0	2	4
41080	182183	3	1	0	0	0	1
41080	189271	3	0	0	0	2	2
41080	193615	3	1	2	0	1	4
41080	294184	3	1	0	1	0	2
41080	379915	3	1	4	0	1	6
41080	379927	3	0	1	0	0	1
41080	379928	3	0	1	0	0	1
41080	379939	3	1	1	0	1	3
41080	379946	3	0	0	0	2	2
41080	379959	3	2	1	0	2	5
41080	379965	3	1	1	0	0	2
41080	379967	3	1	0	1	2	4
41080	379973	3	2	1	0	0	3
41080	379975	3	1	0	0	1	2
41080	379976	3	1	2	0	1	4
41080	379979	3	1	0	0	1	2
41080	379984	3	0	0	0	2	2
41080	379987	3	0	0	1	0	1
41080	379990	3	0	3	0	2	5
41080	379992	3	0	2	0	2	4
41080	379998	3	1	1	1	1	4
41080	380008	3	1	1	0	1	3
41080	380015	3	1	0	0	0	1
41080	380019	3	0	1	0	3	4
41080	380022	3	0	1	0	1	2
41080	380025	3	1	0	0	1	2
41080	380029	3	1	3	0	2	6
41080	380032	3	1	1	0	1	3
41080	89221	3	1	1	0	0	2
41080	194926	2	0	0	0	0	0
41080	199125	2	0	0	0	1	1
41080	206956	2	0	0	0	1	1
41080	209765	2	0	0	0	1	1
41080	220157	2	0	1	0	1	2
41080	379909	2	0	0	0	2	2
41080	379917	2	0	0	1	2	3
41080	379930	2	0	0	0	1	1
41080	379937	2	0	0	0	1	1
41080	379944	2	0	2	0	2	4
41080	379945	2	1	0	0	0	1
41080	379947	2	1	4	1	4	10
41080	379949	2	0	0	0	0	0
41080	379950	2	0	0	0	0	0
41080	379952	2	0	0	0	1	1
41080	379954	2	1	0	0	0	1
41080	379956	2	0	1	1	1	3
41080	379960	2	1	0	0	0	1
41080	379961	2	0	1	0	1	2
41080	379966	2	0	1	0	0	1
41080	379971	2	1	0	0	0	1
41080	379972	2	1	0	0	1	2
41080	379974	2	0	0	0	0	0
41080	379980	2	3	2	0	0	5
41080	379981	2	0	1	0	2	3
41080	379982	2	1	0	0	0	1
41080	379989	2	0	4	0	1	5
41080	379991	2	0	1	0	3	4
41080	379996	2	0	0	0	1	1
41080	380001	2	2	1	0	0	3
41080	380003	2	2	0	0	2	4
41080	380007	2	0	1	0	0	1
41080	380009	2	0	1	1	0	2
41080	380020	2	1	0	0	0	1
41080	380036	2	0	0	0	0	0
41080	380037	2	0	1	0	0	1
41080	73931	2	0	0	0	1	1
41080	90001	2	0	1	0	0	1
41080	107362	1	2	0	0	0	2
41080	208813	1	0	0	0	0	0
41080	379910	1	1	0	0	0	1
41080	379912	1	0	0	0	1	1
41080	379913	1	0	0	0	0	0
41080	379914	1	0	0	0	0	0
41080	379916	1	2	0	0	0	2
41080	379918	1	1	0	0	0	1
41080	379919	1	0	0	0	1	1
41080	379922	1	0	0	0	0	0
41080	379924	1	0	2	0	1	3
41080	379926	1	0	0	0	1	1
41080	379929	1	0	0	0	1	1
41080	379932	1	1	1	0	0	2
41080	379933	1	0	0	0	1	1
41080	379934	1	0	0	0	0	0
41080	379935	1	1	0	0	0	1
41080	379936	1	0	0	0	1	1
41080	379938	1	0	1	0	2	3
41080	379940	1	0	1	0	0	1
41080	379958	1	0	1	0	0	1
41080	380010	1	0	2	0	0	2
41080	380017	1	1	0	0	0	1
41080	380027	1	4	0	0	0	4
35685	568095	25	2	1	1	1	5
35685	568094	12	3	1	2	0	6
35685	568171	12	4	0	0	1	5
35685	568229	12	5	0	0	0	5
35685	568169	11	8	2	1	1	12
35685	568191	11	2	1	1	0	4
35685	568198	11	3	1	1	0	5
35685	568140	10	1	0	0	0	1
35685	568091	9	3	0	1	0	4
35685	568131	9	8	0	0	0	8
35685	568135	9	5	1	0	0	6
35685	568150	9	3	0	0	0	3
35685	568151	9	2	2	0	0	4
35685	568228	9	1	0	0	0	1
35685	568244	9	2	1	0	0	3
35685	568100	8	1	0	0	0	1
35685	568163	8	3	0	0	2	5
35685	568190	8	2	0	0	1	3
35685	568199	8	0	1	0	0	1
35685	568239	8	0	0	0	0	0
35685	568164	7	3	1	0	0	4
35685	568074	6	2	0	0	0	2
35685	568075	6	4	0	1	0	5
35685	568106	6	4	1	0	0	5
35685	568127	6	1	4	0	0	5
35685	568129	6	3	0	0	0	3
35685	568153	6	2	0	0	0	2
35685	568168	6	0	0	0	0	0
35685	568182	6	1	1	0	0	2
35685	568204	6	1	1	0	1	3
35685	568205	6	1	0	0	0	1
35685	568212	6	2	0	0	0	2
35685	568215	6	3	0	0	0	3
35685	568250	6	2	1	0	0	3
35685	568064	5	2	0	0	0	2
35685	568067	5	0	0	0	0	0
35685	568073	5	1	1	0	0	2
35685	568138	5	1	0	0	0	1
35685	568154	5	0	0	0	0	0
35685	568155	5	3	0	0	0	3
35685	568174	5	2	0	0	0	2
35685	568177	5	1	1	0	0	2
35685	568183	5	2	1	0	0	3
35685	568243	5	5	0	0	0	5
35685	568247	5	3	1	0	0	4
35685	568071	4	0	0	0	0	0
35685	568077	4	2	0	0	0	2
35685	568083	4	2	1	0	0	3
35685	568101	4	1	0	0	0	1
35685	568111	4	4	1	0	0	5
35685	568117	4	1	1	0	0	2
35685	568130	4	0	0	0	0	0
35685	568134	4	1	0	0	0	1
35685	568141	4	1	0	0	1	2
35685	568144	4	1	0	0	0	1
35685	568145	4	2	2	0	0	4
35685	568149	4	3	0	0	0	3
35685	568165	4	1	0	0	0	1
35685	568185	4	7	1	0	0	8
35685	568188	4	1	0	0	0	1
35685	568195	4	4	0	0	0	4
35685	568200	4	1	0	0	0	1
35685	568202	4	2	1	0	0	3
35685	568216	4	2	1	0	0	3
35685	568217	4	3	0	0	0	3
35685	568220	4	2	0	0	2	4
35685	568226	4	4	0	0	0	4
35685	568240	4	2	0	0	0	2
35685	568241	4	1	0	0	0	1
35685	568242	4	1	0	0	0	1
35685	568246	4	3	0	0	0	3
35685	568062	3	2	0	0	0	2
35685	568078	3	2	0	0	0	2
35685	568084	3	2	1	0	0	3
35685	568085	3	2	1	0	0	3
35685	568092	3	2	1	0	0	3
35685	568097	3	1	0	0	0	1
35685	568098	3	2	1	0	0	3
35685	568102	3	1	0	0	0	1
35685	568105	3	2	0	0	0	2
35685	568110	3	1	0	0	0	1
35685	568115	3	2	0	0	0	2
35685	568121	3	1	1	0	0	2
35685	568123	3	1	0	0	0	1
35685	568133	3	0	0	0	0	0
35685	568136	3	2	0	0	0	2
35685	568139	3	3	0	1	0	4
35685	568143	3	1	1	0	1	3
35685	568157	3	2	0	1	3	6
35685	568158	3	1	0	0	0	1
35685	568170	3	1	1	0	0	2
35685	568172	3	2	1	0	1	4
35685	568175	3	1	0	0	2	3
35685	568189	3	2	0	0	0	2
35685	568206	3	0	0	0	0	0
35685	568214	3	1	0	0	0	1
35685	568218	3	2	1	0	0	3
35685	568221	3	2	0	0	0	2
35685	568224	3	1	0	0	0	1
35685	568227	3	1	0	0	0	1
35685	568232	3	0	1	0	0	1
35685	568233	3	0	2	0	3	5
35685	568234	3	5	0	0	0	5
35685	568245	3	2	1	0	0	3
35685	568069	2	0	0	0	0	0
35685	568072	2	0	0	0	2	2
35685	568086	2	0	0	0	1	1
35685	568089	2	3	0	0	0	3
35685	568093	2	2	0	0	0	2
35685	568096	2	2	0	0	0	2
35685	568107	2	1	1	0	0	2
35685	568109	2	2	0	0	0	2
35685	568114	2	3	0	0	0	3
35685	568116	2	0	0	0	0	0
35685	568118	2	2	0	0	0	2
35685	568120	2	1	0	0	0	1
35685	568128	2	1	0	0	0	1
35685	568142	2	3	0	0	0	3
35685	568148	2	2	0	0	0	2
35685	568160	2	0	0	0	0	0
35685	568161	2	3	0	0	0	3
35685	568179	2	1	0	0	0	1
35685	568180	2	2	0	0	0	2
35685	568181	2	1	0	0	0	1
35685	568184	2	1	0	0	0	1
35685	568186	2	0	0	0	0	0
35685	568193	2	4	0	0	0	4
35685	568194	2	2	2	0	1	5
35685	568196	2	2	0	0	0	2
35685	568203	2	2	0	0	0	2
35685	568208	2	1	0	0	0	1
35685	568210	2	2	0	0	0	2
35685	568211	2	1	0	0	0	1
35685	568219	2	1	1	0	0	2
35685	568223	2	1	2	0	0	3
35685	568225	2	0	1	0	1	2
35685	568231	2	2	0	0	0	2
35685	568236	2	0	0	0	0	0
35685	568238	2	1	0	0	0	1
35685	568251	2	0	0	0	0	0
35685	568061	1	3	0	0	0	3
35685	568063	1	3	0	0	0	3
35685	568065	1	1	0	0	0	1
35685	568066	1	0	0	0	1	1
35685	568068	1	1	0	0	0	1
35685	568070	1	1	0	0	0	1
35685	568076	1	1	0	0	0	1
35685	568079	1	2	0	0	0	2
35685	568080	1	3	0	0	0	3
35685	568081	1	2	0	0	0	2
35685	568082	1	0	0	0	0	0
35685	568087	1	2	0	0	0	2
35685	568088	1	2	0	0	1	3
35685	568090	1	1	0	1	0	2
35685	568099	1	1	0	0	0	1
35685	568103	1	2	0	0	0	2
35685	568104	1	2	0	0	0	2
35685	568108	1	0	0	0	0	0
35685	568112	1	0	0	0	0	0
35685	568113	1	1	0	0	0	1
35685	568119	1	0	1	0	0	1
35685	568122	1	2	1	0	0	3
35685	568124	1	1	1	0	0	2
35685	568125	1	1	0	0	0	1
35685	568126	1	2	0	0	0	2
35685	568132	1	2	1	0	0	3
35685	568137	1	0	0	0	0	0
35685	568146	1	2	0	0	0	2
35685	568147	1	2	1	0	0	3
35685	568152	1	3	1	0	0	4
35685	568156	1	2	0	0	0	2
35685	568159	1	1	0	0	0	1
35685	568162	1	0	0	0	0	0
35685	568166	1	0	0	0	0	0
35685	568167	1	0	0	0	0	0
35685	568173	1	2	0	0	0	2
35685	568176	1	0	0	0	3	3
35685	568178	1	2	0	0	0	2
35685	568187	1	6	3	0	1	10
35685	568192	1	2	0	0	0	2
35685	568197	1	0	0	0	0	0
35685	568207	1	3	0	0	0	3
35685	568209	1	1	0	0	0	1
35685	568213	1	0	0	0	0	0
35685	568222	1	1	0	0	0	1
35685	568230	1	2	1	0	0	3
35685	568235	1	2	0	0	0	2
35685	568237	1	0	1	0	0	1
35685	568248	1	0	0	0	0	0
35685	568249	1	1	0	0	0	1
35685	568252	1	0	0	0	0	0
35685	568253	1	4	0	0	0	4
55655	297720	24	2	9	3	0	14
55655	427070	20	10	2	0	2	14
55655	297721	18	1	2	1	3	7
55655	427058	17	2	3	0	0	5
55655	427054	16	5	5	2	0	12
55655	426991	15	2	1	0	1	4
55655	427031	13	2	3	0	1	6
55655	427059	11	1	0	0	0	1
55655	297717	10	0	0	0	0	0
55655	427004	10	0	0	0	0	0
55655	427029	10	1	3	1	1	6
55655	297719	9	3	2	0	0	5
55655	427006	9	3	2	0	0	5
55655	427022	9	0	0	1	0	1
55655	427050	8	1	2	0	0	3
55655	427051	8	0	1	0	2	3
55655	427055	8	3	1	0	1	5
55655	427065	8	1	1	1	0	3
55655	297705	7	2	0	0	0	2
55655	426974	7	1	2	0	0	3
55655	426990	7	0	0	0	0	0
55655	427005	7	0	3	1	0	4
55655	427015	7	1	1	1	0	3
55655	427052	7	0	6	0	0	6
55655	427074	7	1	3	0	0	4
55655	427078	7	0	0	0	0	0
55655	427096	7	1	1	0	1	3
55655	427111	7	0	2	0	1	3
55655	198539	6	0	1	0	0	1
55655	200165	6	0	3	0	0	3
55655	214354	6	0	1	0	1	2
55655	426981	6	1	2	0	0	3
55655	426999	6	3	2	0	1	6
55655	427020	6	1	2	0	0	3
55655	427063	6	1	1	0	0	2
55655	427064	6	1	1	0	0	2
55655	427069	6	0	5	0	0	5
55655	427099	6	1	1	0	0	2
55655	427115	6	1	2	0	1	4
55655	427116	6	2	3	0	0	5
55655	189934	5	0	1	0	0	1
55655	208080	5	1	0	0	1	2
55655	297712	5	0	0	0	1	1
55655	297715	5	3	0	0	0	3
55655	297718	5	1	2	0	0	3
55655	426977	5	1	2	0	0	3
55655	426980	5	1	2	0	0	3
55655	426998	5	1	1	0	0	2
55655	427001	5	2	2	1	0	5
55655	427002	5	0	1	0	0	1
55655	427008	5	0	0	0	0	0
55655	427018	5	1	3	0	1	5
55655	427019	5	0	2	0	0	2
55655	427034	5	0	3	0	0	3
55655	427040	5	1	1	0	1	3
55655	427045	5	3	3	1	4	11
55655	427046	5	2	0	0	0	2
55655	427053	5	2	3	0	1	6
55655	427060	5	0	1	0	0	1
55655	427061	5	1	2	0	0	3
55655	427067	5	1	2	0	0	3
55655	427075	5	2	2	0	0	4
55655	427079	5	0	4	0	0	4
55655	427092	5	1	2	0	1	4
55655	427093	5	1	2	0	0	3
55655	186046	4	0	1	0	0	1
55655	199158	4	1	0	0	0	1
55655	210552	4	1	1	0	0	2
55655	210833	4	1	1	0	0	2
55655	212963	4	1	2	1	1	5
55655	214013	4	1	0	1	0	2
55655	297707	4	1	1	0	0	2
55655	297708	4	1	1	0	1	3
55655	297713	4	0	3	0	0	3
55655	297714	4	0	0	0	0	0
55655	426973	4	0	2	0	0	2
55655	426976	4	1	1	0	0	2
55655	426979	4	1	3	0	0	4
55655	426982	4	1	3	0	0	4
55655	426983	4	2	1	1	1	5
55655	427010	4	2	2	0	0	4
55655	427012	4	0	2	0	0	2
55655	427013	4	0	1	0	0	1
55655	427017	4	1	5	0	0	6
55655	427021	4	0	1	0	0	1
55655	427026	4	1	1	0	0	2
55655	427028	4	2	2	0	0	4
55655	427032	4	0	2	0	0	2
55655	427039	4	2	1	0	0	3
55655	427044	4	1	2	0	0	3
55655	427049	4	1	1	0	1	3
55655	427066	4	0	1	0	0	1
55655	427072	4	1	2	0	0	3
55655	427080	4	2	3	0	0	5
55655	427081	4	1	0	0	0	1
55655	427088	4	1	1	0	0	2
55655	427095	4	1	1	0	0	2
55655	427101	4	0	1	0	0	1
55655	427105	4	1	1	0	0	2
55655	427110	4	1	1	0	1	3
55655	187223	3	0	0	0	1	1
55655	193566	3	0	2	0	1	3
55655	200442	3	1	0	0	0	1
55655	203756	3	0	0	0	0	0
55655	205383	3	0	0	0	1	1
55655	206996	3	0	0	0	0	0
55655	214392	3	0	1	0	1	2
55655	218432	3	0	1	0	0	1
55655	219972	3	1	0	0	0	1
55655	297710	3	1	1	0	0	2
55655	297711	3	0	1	0	0	1
55655	297722	3	0	2	0	1	3
55655	426984	3	3	1	0	0	4
55655	426993	3	0	1	0	0	1
55655	426996	3	0	2	0	1	3
55655	426997	3	0	1	0	1	2
55655	427000	3	0	2	0	0	2
55655	427003	3	1	1	0	0	2
55655	427007	3	0	0	0	1	1
55655	427009	3	0	2	0	0	2
55655	427011	3	0	2	0	0	2
