bookid	responseid	num_sentences	Emotional_impact	Narrative_feeling	Reflection	Aesthetic_feeling	All
64482	300265	9	2	0	0	0	2
64482	600053	9	3	0	1	1	5
64482	600151	9	1	0	0	0	1
64482	600176	9	3	1	0	0	4
64482	600242	9	1	3	0	0	4
64482	600266	9	2	0	0	0	2
64482	600355	9	1	2	0	0	3
64482	600364	9	3	2	0	0	5
64482	600370	9	1	0	1	0	2
64482	600442	9	2	3	0	1	6
64482	600457	9	3	1	0	1	5
64482	600479	9	3	1	1	0	5
64482	600480	9	2	2	0	1	5
64482	600501	9	0	2	1	3	6
64482	186026	8	2	0	1	0	3
64482	186686	8	1	0	0	0	1
64482	192257	8	0	0	0	1	1
64482	192541	8	0	0	0	1	1
64482	193451	8	0	2	0	1	3
64482	195222	8	1	0	0	0	1
64482	201462	8	3	1	0	1	5
64482	202015	8	1	0	0	0	1
64482	211265	8	1	0	2	0	3
64482	212049	8	1	1	0	0	2
64482	599834	8	1	3	0	0	4
64482	599840	8	3	2	0	0	5
64482	599859	8	1	1	0	0	2
64482	599924	8	0	1	0	0	1
64482	600117	8	2	0	0	0	2
64482	600201	8	1	0	0	0	1
64482	600208	8	0	0	0	0	0
64482	600244	8	4	2	0	0	6
64482	600270	8	0	0	1	0	1
64482	600281	8	1	1	1	1	4
64482	600295	8	0	2	0	0	2
64482	600298	8	3	0	1	0	4
64482	600308	8	0	1	0	1	2
64482	600326	8	0	2	1	0	3
64482	600333	8	0	2	0	0	2
64482	600337	8	2	1	0	0	3
64482	600339	8	1	1	0	3	5
64482	600351	8	2	0	0	1	3
64482	600373	8	1	0	0	0	1
64482	600376	8	0	0	0	0	0
64482	600383	8	1	0	0	0	1
64482	600389	8	0	2	0	0	2
64482	600400	8	0	2	2	1	5
64482	600408	8	0	2	1	1	4
64482	600419	8	1	1	0	0	2
64482	600447	8	0	1	0	0	1
64482	600474	8	0	3	0	0	3
64482	600476	8	0	0	0	0	0
64482	600500	8	0	0	0	3	3
64482	600511	8	1	1	1	0	3
64482	87280	8	1	0	0	0	1
64482	183457	7	0	0	0	0	0
64482	203847	7	0	2	0	0	2
64482	300262	7	1	2	0	0	3
64482	300273	7	0	1	1	0	2
64482	599837	7	0	2	0	0	2
64482	599850	7	0	1	1	0	2
64482	599857	7	0	0	0	0	0
64482	599896	7	0	1	0	1	2
64482	599932	7	0	1	1	0	2
64482	599940	7	0	0	0	1	1
64482	599949	7	3	0	0	0	3
64482	599996	7	1	0	1	0	2
64482	600034	7	0	0	0	0	0
64482	600035	7	0	3	0	0	3
64482	600057	7	1	0	0	0	1
64482	600130	7	0	2	1	0	3
64482	600135	7	2	1	0	0	3
64482	600141	7	0	0	0	0	0
64482	600145	7	1	0	0	2	3
64482	600156	7	0	4	1	0	5
64482	600168	7	0	1	0	1	2
64482	600180	7	2	0	3	0	5
64482	600183	7	3	2	1	0	6
64482	600191	7	3	2	0	0	5
64482	600192	7	1	1	1	0	3
64482	600213	7	2	0	0	0	2
64482	600214	7	1	1	0	1	3
64482	600274	7	0	1	0	0	1
64482	600288	7	0	0	2	0	2
64482	600293	7	0	0	0	0	0
64482	600296	7	2	1	2	0	5
64482	600299	7	1	1	1	0	3
64482	600300	7	0	0	0	0	0
64482	600301	7	1	1	1	2	5
64482	600323	7	1	1	0	0	2
64482	600347	7	3	0	0	0	3
64482	600367	7	1	1	0	1	3
64482	600381	7	0	0	0	0	0
64482	600403	7	1	2	0	1	4
64482	600411	7	1	4	0	1	6
64482	600421	7	1	4	0	0	5
64482	600432	7	0	3	0	0	3
64482	600445	7	0	1	3	1	5
64482	600463	7	0	4	0	1	5
64482	600469	7	0	2	0	0	2
64482	600485	7	0	0	2	0	2
64482	600494	7	0	3	0	3	6
64482	600497	7	1	0	0	1	2
64482	74046	7	1	2	0	0	3
64482	84115	7	0	2	0	0	2
64482	187832	6	0	0	0	0	0
64482	187943	6	2	2	0	0	4
64482	188427	6	0	0	0	0	0
64482	212948	6	0	0	0	0	0
64482	300266	6	1	1	0	0	2
64482	599799	6	1	2	0	1	4
64482	599802	6	2	0	0	1	3
64482	599832	6	1	0	0	1	2
64482	599833	6	0	0	0	0	0
64482	599835	6	1	1	0	0	2
64482	599836	6	3	0	0	0	3
64482	599843	6	0	1	0	0	1
64482	599866	6	2	3	0	0	5
64482	599883	6	1	3	0	0	4
64482	599887	6	0	1	0	0	1
64482	599900	6	2	0	0	0	2
64482	599906	6	1	1	0	2	4
64482	599919	6	0	0	0	0	0
64482	599951	6	0	2	0	0	2
64482	599961	6	1	1	0	0	2
64482	599965	6	1	0	0	0	1
64482	599967	6	1	1	1	0	3
64482	599970	6	1	0	0	1	2
64482	599989	6	1	0	0	1	2
64482	599991	6	1	1	0	0	2
64482	600036	6	0	0	0	0	0
64482	600040	6	0	1	1	2	4
64482	600049	6	0	2	0	1	3
64482	600051	6	1	2	1	1	5
64482	600058	6	0	0	0	0	0
64482	600081	6	1	0	1	0	2
64482	600089	6	1	1	0	2	4
64482	600100	6	0	1	0	1	2
64482	600104	6	1	0	1	1	3
64482	600111	6	1	1	0	0	2
64482	600116	6	0	0	0	0	0
64482	600118	6	2	0	0	1	3
64482	600133	6	1	0	0	0	1
64482	600134	6	0	2	0	0	2
64482	600137	6	0	0	1	2	3
64482	600144	6	1	1	0	0	2
64482	600146	6	0	2	0	0	2
64482	600186	6	0	0	1	0	1
64482	600189	6	0	0	0	3	3
64482	600225	6	0	0	0	1	1
64482	600230	6	4	0	1	0	5
64482	600232	6	1	1	1	0	3
64482	600239	6	1	2	0	0	3
64482	600250	6	1	4	0	1	6
64482	600275	6	3	0	1	0	4
64482	600287	6	2	0	0	0	2
64482	600291	6	0	0	0	0	0
64482	600306	6	1	0	0	2	3
64482	600307	6	1	0	0	1	2
64482	600312	6	3	2	0	0	5
64482	600317	6	0	1	0	0	1
64482	600327	6	0	0	0	0	0
64482	600334	6	1	0	0	0	1
64482	600361	6	0	1	0	0	1
64482	600365	6	2	0	2	0	4
64482	600366	6	2	0	0	1	3
64482	600368	6	1	0	0	0	1
64482	600372	6	0	2	0	1	3
64482	600378	6	2	2	0	0	4
64482	600393	6	0	0	0	1	1
64482	600405	6	0	0	1	0	1
64482	600409	6	0	3	0	0	3
64482	600410	6	2	3	0	1	6
64482	600418	6	0	1	0	0	1
64482	600425	6	0	4	0	1	5
64482	600426	6	0	2	0	0	2
64482	600428	6	2	4	0	0	6
64482	600429	6	0	0	0	0	0
64482	600438	6	1	3	0	0	4
64482	600439	6	0	3	0	0	3
64482	600455	6	1	2	1	0	4
64482	600460	6	2	0	0	0	2
64482	600468	6	1	1	0	0	2
64482	600483	6	3	2	0	1	6
64482	600491	6	0	0	0	0	0
64482	600502	6	2	1	0	0	3
64482	600504	6	3	0	2	0	5
64482	600508	6	1	4	0	0	5
64482	71200	6	1	1	0	0	2
64482	186355	5	0	0	0	0	0
64482	204961	5	1	1	1	1	4
64482	205702	5	2	3	0	1	6
64482	212775	5	0	0	0	3	3
64482	221142	5	1	0	1	0	2
64482	300272	5	1	0	1	0	2
64482	599849	5	0	0	0	0	0
64482	599869	5	2	0	0	0	2
64482	599870	5	0	0	0	1	1
64482	599873	5	1	0	0	0	1
64482	599874	5	0	1	1	1	3
64482	599875	5	0	0	0	1	1
64482	599886	5	0	3	1	0	4
64482	599891	5	1	0	0	0	1
64482	599897	5	0	1	0	1	2
64482	599904	5	2	1	0	1	4
64482	599912	5	0	1	0	0	1
64482	599917	5	0	1	0	3	4
64482	599918	5	0	0	0	1	1
64482	599926	5	1	2	0	1	4
64482	599929	5	1	0	0	0	1
64482	599937	5	2	2	0	0	4
64482	599941	5	1	1	0	2	4
64482	599950	5	1	1	0	0	2
64482	599958	5	1	1	0	0	2
64482	599974	5	1	0	0	3	4
64482	599985	5	1	0	0	0	1
64482	599999	5	0	0	0	0	0
64482	600020	5	0	2	1	0	3
64482	600026	5	0	1	0	1	2
64482	600031	5	1	0	0	1	2
64482	600032	5	2	1	0	0	3
64482	600045	5	0	0	0	0	0
64482	600047	5	0	1	0	1	2
64482	600052	5	0	0	0	0	0
64482	600054	5	1	0	0	0	1
64482	600062	5	2	0	0	0	2
64482	600063	5	0	2	0	0	2
64482	600066	5	0	0	0	0	0
64482	600088	5	0	3	0	0	3
64482	600097	5	1	1	0	0	2
64482	600113	5	1	0	0	0	1
64482	600123	5	0	0	0	0	0
64482	600132	5	0	1	0	0	1
64482	600136	5	0	0	0	0	0
64482	600143	5	1	1	0	1	3
64482	600163	5	1	1	0	0	2
64482	600167	5	0	1	0	0	1
64482	600179	5	2	2	0	0	4
64482	600184	5	1	1	1	2	5
64482	600185	5	0	1	0	0	1
64482	600198	5	0	0	0	0	0
64482	600209	5	0	2	0	0	2
64482	600210	5	0	0	0	0	0
64482	600220	5	1	0	0	1	2
64482	600233	5	1	3	0	0	4
64482	600234	5	0	0	0	0	0
64482	600235	5	0	0	0	2	2
64482	600257	5	0	0	0	0	0
64482	600260	5	0	3	0	0	3
64482	600264	5	0	1	0	0	1
64482	600267	5	0	0	0	2	2
64482	600271	5	0	1	0	1	2
64482	600280	5	1	2	0	0	3
64482	600283	5	1	0	1	0	2
64482	600286	5	0	0	0	1	1
64482	600294	5	1	2	0	0	3
64482	600304	5	0	0	0	0	0
64482	600318	5	0	2	0	1	3
64482	600319	5	2	0	0	0	2
64482	600320	5	0	2	0	1	3
64482	600342	5	3	1	1	1	6
64482	600352	5	0	0	0	2	2
64482	600357	5	0	2	1	0	3
64482	600358	5	2	0	0	1	3
64482	600371	5	0	1	0	0	1
64482	600374	5	0	1	1	0	2
64482	600386	5	0	0	0	0	0
64482	600391	5	0	0	0	1	1
64482	600394	5	1	2	0	0	3
64482	600401	5	0	1	1	0	2
64482	600404	5	0	2	0	0	2
64482	600414	5	0	0	0	1	1
64482	600444	5	0	1	0	0	1
64482	600453	5	0	1	0	0	1
64482	600454	5	0	0	0	0	0
64482	600456	5	1	1	0	0	2
64482	600459	5	0	0	0	0	0
64482	600467	5	1	2	0	0	3
64482	600472	5	1	1	0	1	3
64482	600487	5	1	3	0	0	4
64482	600499	5	2	2	0	3	7
64482	600506	5	1	0	0	0	1
64482	600512	5	2	1	0	0	3
64482	78546	5	1	1	0	0	2
64482	181917	4	0	1	0	0	1
64482	184698	4	0	0	0	0	0
64482	195697	4	0	1	0	0	1
64482	196028	4	1	0	0	0	1
64482	199944	4	0	0	0	0	0
64482	201640	4	1	0	0	0	1
64482	203661	4	1	1	0	0	2
64482	204249	4	0	1	0	0	1
64482	205380	4	1	0	0	0	1
64482	206028	4	0	0	1	0	1
64482	208561	4	0	0	0	0	0
64482	209217	4	0	2	0	0	2
64482	217812	4	1	0	0	0	1
64482	218568	4	1	2	0	3	6
64482	300267	4	1	2	0	3	6
64482	300268	4	1	0	0	1	2
64482	300274	4	0	0	0	0	0
64482	53783	4	0	0	0	0	0
64482	599801	4	0	2	0	0	2
64482	599805	4	0	0	0	2	2
64482	599825	4	1	0	1	2	4
64482	599827	4	1	0	0	0	1
64482	599838	4	1	1	0	0	2
64482	599855	4	1	1	0	1	3
64482	599861	4	0	1	0	0	1
64482	599888	4	1	0	0	0	1
64482	599902	4	0	1	1	0	2
64482	599908	4	1	0	0	0	1
64482	599920	4	2	0	0	0	2
64482	599921	4	1	5	0	0	6
64482	599927	4	1	0	0	0	1
64482	599930	4	0	1	1	0	2
64482	599931	4	1	2	0	1	4
64482	599936	4	0	0	1	0	1
64482	599942	4	0	0	0	0	0
64482	599943	4	0	1	0	0	1
64482	599944	4	1	1	0	0	2
64482	599962	4	1	4	0	0	5
64482	599968	4	0	0	0	0	0
64482	599969	4	1	1	0	0	2
64482	599982	4	1	2	0	0	3
64482	599983	4	0	2	1	0	3
64482	599986	4	3	1	0	0	4
64482	600000	4	2	0	0	0	2
64482	600002	4	1	0	0	0	1
64482	600006	4	1	1	0	1	3
64482	600015	4	0	2	0	0	2
64482	600017	4	1	2	0	0	3
64482	600019	4	1	1	0	1	3
64482	600024	4	1	2	0	0	3
64482	600037	4	0	0	0	1	1
64482	600039	4	2	1	0	0	3
64482	600041	4	0	0	0	0	0
64482	600059	4	0	0	1	0	1
64482	600068	4	1	0	0	0	1
64482	600069	4	0	1	0	1	2
64482	600072	4	1	2	0	0	3
64482	600082	4	1	1	0	0	2
64482	600085	4	2	0	0	1	3
64482	600092	4	0	1	0	0	1
64482	600094	4	2	0	0	0	2
64482	600096	4	0	1	0	0	1
64482	600114	4	0	0	0	0	0
64482	600119	4	1	2	1	2	6
64482	600120	4	0	1	0	0	1
64482	600122	4	0	2	0	0	2
64482	600128	4	2	1	0	1	4
64482	600131	4	0	0	0	0	0
64482	600147	4	0	0	0	0	0
64482	600155	4	2	3	0	0	5
64482	600173	4	1	4	0	0	5
64482	600174	4	1	0	0	0	1
64482	600175	4	2	0	0	0	2
64482	600190	4	0	1	0	0	1
64482	600195	4	0	0	0	0	0
64482	600200	4	2	0	0	0	2
64482	600203	4	2	3	0	0	5
64482	600211	4	1	0	0	0	1
64482	600217	4	1	1	0	0	2
64482	600227	4	0	0	0	0	0
64482	600238	4	0	1	2	1	4
64482	600241	4	1	2	0	0	3
64482	600245	4	4	0	1	1	6
64482	600253	4	0	0	0	0	0
64482	600254	4	0	1	0	0	1
64482	600255	4	1	1	0	2	4
64482	600259	4	0	1	0	0	1
64482	600261	4	0	0	1	1	2
64482	600262	4	0	0	0	0	0
64482	600272	4	0	1	0	0	1
64482	600273	4	1	0	0	0	1
64482	600282	4	0	0	0	0	0
64482	600290	4	0	2	1	0	3
64482	600297	4	1	2	0	0	3
64482	600302	4	0	0	0	0	0
64482	600305	4	1	0	1	0	2
64482	600314	4	1	3	1	1	6
64482	600316	4	0	0	0	0	0
64482	600321	4	1	0	0	0	1
64482	600330	4	0	0	0	1	1
64482	600336	4	0	1	0	0	1
64482	600344	4	0	0	0	0	0
64482	600348	4	0	1	0	0	1
64482	600354	4	0	3	1	0	4
64482	600362	4	0	1	0	1	2
64482	600369	4	0	0	1	0	1
64482	600390	4	1	2	0	0	3
64482	600396	4	0	1	0	0	1
64482	600415	4	1	1	0	0	2
64482	600424	4	0	1	1	0	2
64482	600431	4	3	0	0	1	4
64482	600446	4	0	0	0	0	0
64482	600465	4	0	1	2	0	3
64482	600466	4	1	0	0	0	1
64482	600477	4	0	0	0	0	0
64482	600492	4	1	1	0	2	4
64482	600493	4	0	3	0	0	3
64482	600496	4	0	0	0	0	0
64482	600503	4	4	0	0	0	4
64482	600509	4	0	1	0	0	1
64482	600513	4	3	1	0	0	4
64482	74222	4	1	0	0	1	2
64482	94118	4	1	2	0	3	6
64482	188941	3	1	0	0	0	1
64482	188963	3	0	2	0	0	2
64482	189532	3	0	0	0	0	0
64482	190633	3	0	0	0	1	1
64482	196354	3	0	0	0	0	0
64482	196384	3	1	0	0	0	1
64482	211154	3	0	3	0	0	3
64482	211864	3	0	2	0	1	3
64482	212322	3	1	0	0	0	1
64482	599812	3	0	2	0	0	2
64482	599814	3	2	1	0	0	3
64482	599815	3	0	0	0	0	0
64482	599817	3	0	0	0	0	0
64482	599818	3	0	0	0	0	0
64482	599821	3	0	1	0	0	1
64482	599826	3	2	0	1	0	3
64482	599831	3	2	1	1	1	5
64482	599839	3	0	1	0	0	1
64482	599845	3	0	0	0	0	0
64482	599848	3	0	1	0	0	1
64482	599862	3	1	0	1	0	2
64482	599863	3	0	0	1	1	2
64482	599867	3	0	1	0	0	1
64482	599871	3	0	0	0	0	0
64482	599879	3	0	1	0	1	2
64482	599881	3	1	0	0	1	2
64482	599889	3	0	0	0	2	2
64482	599890	3	1	1	0	0	2
64482	599893	3	0	0	0	0	0
64482	599894	3	0	1	0	0	1
64482	599895	3	0	1	0	0	1
64482	599905	3	0	1	0	0	1
64482	599913	3	2	1	0	0	3
64482	599914	3	0	0	0	0	0
64482	599923	3	0	2	0	0	2
64482	599925	3	0	0	0	0	0
64482	599945	3	0	0	0	0	0
64482	599946	3	0	0	0	0	0
64482	599956	3	1	0	0	0	1
64482	599975	3	1	0	0	1	2
64482	599976	3	1	1	0	2	4
64482	599977	3	1	0	0	0	1
64482	600001	3	0	0	0	0	0
64482	600003	3	0	0	0	1	1
64482	600007	3	0	1	0	0	1
64482	600009	3	0	1	0	0	1
64482	600025	3	1	1	0	1	3
64482	600038	3	0	0	0	0	0
64482	600042	3	1	2	0	0	3
64482	600043	3	0	0	0	0	0
64482	600044	3	1	1	0	0	2
64482	600046	3	2	0	0	0	2
64482	600064	3	1	0	0	0	1
64482	600073	3	2	1	0	0	3
64482	600076	3	0	1	0	0	1
64482	600077	3	1	1	0	0	2
64482	600078	3	1	1	0	0	2
64482	600079	3	1	1	0	0	2
64482	600083	3	3	0	0	0	3
64482	600084	3	1	0	0	0	1
64482	600091	3	0	1	0	0	1
64482	600093	3	0	0	0	0	0
64482	600099	3	0	1	0	0	1
64482	600102	3	2	1	1	0	4
64482	600106	3	3	1	0	1	5
64482	600107	3	2	1	0	0	3
64482	600108	3	4	4	0	3	11
64482	600115	3	1	1	0	0	2
64482	600121	3	0	2	0	0	2
64482	600125	3	2	0	0	0	2
64482	600126	3	0	0	0	0	0
64482	600140	3	0	1	0	0	1
64482	600148	3	0	0	0	0	0
64482	600165	3	0	2	0	0	2
64482	600166	3	1	0	0	0	1
64482	600170	3	1	1	0	1	3
64482	600172	3	0	0	1	0	1
64482	600177	3	1	1	0	0	2
64482	600181	3	0	0	0	0	0
64482	600182	3	0	0	0	0	0
64482	600187	3	0	0	0	0	0
64482	600193	3	0	1	0	1	2
64482	600204	3	1	1	0	0	2
64482	600205	3	0	1	0	3	4
64482	600206	3	0	0	0	0	0
64482	600216	3	2	3	0	0	5
64482	600226	3	0	0	1	0	1
64482	600228	3	1	1	0	0	2
64482	600231	3	0	1	0	0	1
64482	600240	3	1	0	0	0	1
64482	600246	3	1	1	0	0	2
64482	600248	3	1	0	0	0	1
64482	600249	3	0	0	0	0	0
64482	600251	3	0	1	0	0	1
64482	600256	3	1	3	0	1	5
64482	600276	3	3	1	0	2	6
64482	600277	3	0	0	0	0	0
64482	600279	3	2	0	1	1	4
64482	600303	3	0	2	0	0	2
64482	600309	3	1	0	0	0	1
64482	600310	3	1	0	1	0	2
64482	600313	3	1	0	0	1	2
64482	600324	3	0	0	0	0	0
64482	600329	3	0	2	1	0	3
64482	600335	3	1	0	0	0	1
64482	600338	3	0	1	0	0	1
64482	600349	3	0	0	0	0	0
64482	600350	3	0	0	1	0	1
64482	600377	3	2	0	0	0	2
64482	600379	3	0	2	0	0	2
64482	600382	3	1	2	0	0	3
64482	600398	3	0	0	0	0	0
64482	600406	3	1	0	0	0	1
64482	600407	3	0	0	0	0	0
64482	600417	3	1	0	0	0	1
64482	600427	3	3	1	0	0	4
64482	600436	3	0	3	0	0	3
64482	600461	3	1	1	0	0	2
64482	600471	3	0	0	0	1	1
64482	600473	3	0	0	0	0	0
64482	600484	3	0	0	1	0	1
64482	600489	3	1	0	0	0	1
64482	600490	3	0	0	2	0	2
64482	84963	3	0	0	0	0	0
64482	182236	2	0	0	2	1	3
64482	187848	2	0	0	0	0	0
64482	194359	2	0	1	0	0	1
64482	203274	2	0	0	0	0	0
64482	205085	2	0	0	0	0	0
64482	206413	2	1	0	0	0	1
64482	210120	2	0	0	0	0	0
64482	212436	2	1	0	1	0	2
64482	300259	2	0	0	0	0	0
64482	300263	2	0	1	0	0	1
64482	300270	2	0	0	0	0	0
64482	56193	2	0	1	0	0	1
64482	599797	2	0	0	0	0	0
64482	599803	2	2	0	0	0	2
64482	599808	2	1	0	0	0	1
64482	599809	2	1	0	0	0	1
64482	599813	2	0	0	0	0	0
64482	599819	2	0	2	0	0	2
64482	599823	2	2	2	0	0	4
64482	599829	2	0	2	0	0	2
64482	599830	2	0	1	0	0	1
64482	599841	2	0	0	0	0	0
64482	599842	2	1	1	0	0	2
64482	599846	2	1	0	1	1	3
64482	599852	2	0	0	0	0	0
64482	599868	2	0	0	0	2	2
64482	599872	2	1	0	0	2	3
64482	599876	2	0	0	0	0	0
64482	599880	2	0	1	0	0	1
64482	599882	2	0	0	0	0	0
64482	599884	2	0	1	0	0	1
64482	599885	2	0	2	0	0	2
64482	599899	2	2	0	0	0	2
64482	599903	2	2	1	0	0	3
64482	599910	2	1	0	0	0	1
64482	599916	2	1	2	0	0	3
64482	599922	2	1	0	0	0	1
64482	599928	2	0	1	0	0	1
64482	599933	2	0	1	0	1	2
64482	599939	2	2	1	1	0	4
64482	599955	2	0	1	0	0	1
64482	599957	2	0	0	0	1	1
64482	599959	2	0	0	0	0	0
64482	599964	2	0	1	0	0	1
64482	599966	2	0	2	0	0	2
64482	599972	2	1	0	0	1	2
64482	599980	2	0	0	0	0	0
64482	599981	2	0	0	0	0	0
64482	599987	2	1	0	0	0	1
64482	599990	2	1	0	0	0	1
64482	599992	2	0	0	0	0	0
64482	599993	2	0	0	1	0	1
64482	599997	2	1	0	0	0	1
64482	600012	2	1	1	0	0	2
64482	600022	2	2	2	1	0	5
64482	600027	2	0	0	0	0	0
64482	600028	2	1	0	0	0	1
64482	600030	2	0	0	0	0	0
64482	600048	2	0	0	0	0	0
64482	600050	2	0	0	0	0	0
64482	600055	2	0	2	0	0	2
64482	600056	2	1	0	0	0	1
64482	600060	2	1	1	0	0	2
64482	600061	2	0	0	0	0	0
64482	600067	2	1	2	0	0	3
64482	600070	2	0	1	0	0	1
64482	600075	2	0	0	0	1	1
64482	600086	2	1	2	0	1	4
64482	600090	2	1	1	0	0	2
64482	600098	2	0	0	0	0	0
64482	600112	2	1	2	0	0	3
64482	600124	2	1	2	0	0	3
64482	600150	2	0	0	0	0	0
64482	600152	2	1	0	0	0	1
64482	600154	2	2	0	0	0	2
64482	600158	2	1	0	0	0	1
64482	600162	2	0	2	0	0	2
64482	600171	2	0	0	0	0	0
64482	600188	2	2	2	0	0	4
64482	600194	2	0	1	0	1	2
64482	600199	2	0	0	0	0	0
64482	600212	2	0	0	0	0	0
64482	600215	2	0	0	0	0	0
64482	600218	2	3	1	0	0	4
64482	600221	2	1	0	0	0	1
64482	600222	2	0	1	0	0	1
64482	600223	2	2	1	0	0	3
64482	600224	2	1	0	0	0	1
64482	600265	2	0	0	0	1	1
64482	600268	2	0	0	0	0	0
64482	600278	2	0	0	0	0	0
64482	600284	2	3	0	0	0	3
64482	600292	2	0	0	0	0	0
64482	600311	2	0	0	0	0	0
64482	600322	2	1	1	0	0	2
64482	600328	2	1	1	0	1	3
64482	600343	2	2	0	0	1	3
64482	600346	2	1	1	0	0	2
64482	600353	2	3	1	1	0	5
64482	600356	2	2	0	0	0	2
64482	600384	2	1	1	0	0	2
64482	600385	2	1	0	0	0	1
64482	600413	2	3	2	0	0	5
64482	600416	2	1	0	0	1	2
64482	600420	2	0	0	0	0	0
64482	600422	2	1	2	0	0	3
64482	600451	2	0	0	0	0	0
64482	600462	2	0	1	0	0	1
64482	600464	2	0	0	0	0	0
64482	600475	2	0	0	0	0	0
64482	600488	2	0	1	0	0	1
64482	600510	2	0	0	2	0	2
64482	186919	1	0	0	0	0	0
64482	187084	1	0	0	0	0	0
64482	191291	1	0	2	0	0	2
64482	196439	1	1	1	0	1	3
64482	215923	1	1	0	0	0	1
64482	300261	1	0	1	0	0	1
64482	300264	1	0	0	0	0	0
64482	599793	1	1	0	0	0	1
64482	599794	1	0	0	0	0	0
64482	599795	1	0	0	0	0	0
64482	599796	1	0	0	0	0	0
64482	599798	1	0	0	1	0	1
64482	599800	1	0	2	0	1	3
64482	599804	1	2	0	0	0	2
64482	599806	1	0	0	0	0	0
64482	599810	1	0	1	0	0	1
64482	599811	1	0	0	0	0	0
64482	599816	1	1	0	0	0	1
64482	599820	1	0	1	0	0	1
64482	599822	1	0	0	0	0	0
64482	599824	1	0	1	0	0	1
64482	599828	1	1	0	0	0	1
64482	599844	1	0	1	0	0	1
64482	599851	1	0	1	0	0	1
64482	599853	1	0	1	0	0	1
64482	599858	1	1	1	0	0	2
64482	599860	1	0	0	0	0	0
64482	599892	1	1	0	0	0	1
64482	599909	1	0	0	0	0	0
64482	599911	1	1	0	0	1	2
64482	599915	1	1	0	0	0	1
64482	599934	1	0	1	0	0	1
64482	599935	1	1	0	0	0	1
64482	599938	1	1	0	0	0	1
64482	599947	1	2	0	0	0	2
64482	599948	1	1	0	0	0	1
64482	599953	1	1	1	0	0	2
64482	599954	1	1	0	0	1	2
64482	599960	1	0	1	0	0	1
64482	599978	1	0	0	0	1	1
64482	599984	1	0	2	0	0	2
64482	599988	1	0	0	2	0	2
64482	600005	1	0	0	0	0	0
64482	600008	1	2	1	0	0	3
64482	600013	1	1	0	0	0	1
64482	600014	1	0	4	0	0	4
64482	600016	1	0	0	0	0	0
64482	600018	1	1	0	1	0	2
64482	600023	1	0	0	0	0	0
64482	600029	1	0	0	0	0	0
64482	600033	1	1	0	0	0	1
64482	600065	1	0	0	0	0	0
64482	600071	1	1	0	1	0	2
64482	600074	1	0	0	0	0	0
64482	600080	1	0	1	0	0	1
64482	600087	1	0	0	0	0	0
64482	600095	1	0	0	0	0	0
64482	600101	1	0	1	0	0	1
64482	600103	1	0	1	0	0	1
64482	600105	1	1	1	0	0	2
64482	600110	1	0	0	0	0	0
64482	600127	1	0	0	0	0	0
64482	600142	1	1	1	0	0	2
64482	600149	1	2	0	0	0	2
64482	600153	1	1	0	0	0	1
64482	600157	1	0	1	0	0	1
64482	600159	1	1	2	0	0	3
64482	600160	1	0	0	1	0	1
64482	600161	1	0	1	0	0	1
64482	600164	1	0	0	0	0	0
64482	600196	1	0	1	0	0	1
64482	600197	1	1	0	0	0	1
64482	600202	1	0	0	0	0	0
64482	600219	1	0	0	0	0	0
64482	600229	1	3	2	0	0	5
64482	600243	1	0	0	0	0	0
64482	600252	1	0	2	0	0	2
64482	600263	1	0	0	0	0	0
64482	600375	1	0	0	0	0	0
64482	600387	1	1	0	0	0	1
64482	600388	1	0	1	0	0	1
64482	600395	1	0	1	0	0	1
64482	600399	1	0	3	0	0	3
64482	600402	1	0	2	0	0	2
64482	600423	1	0	0	0	0	0
64482	600430	1	0	0	0	0	0
64482	600433	1	0	1	0	0	1
64482	600448	1	0	0	0	0	0
64482	600449	1	0	1	0	0	1
64482	600452	1	1	1	0	1	3
64482	600482	1	1	0	0	0	1
64482	600505	1	0	0	0	0	0
18467	574577	58	3	1	0	5	9
18467	212839	51	3	1	1	2	7
18467	574581	46	6	4	1	1	12
18467	574557	45	5	3	0	5	13
18467	574580	44	4	2	1	1	8
18467	574556	43	4	15	1	2	22
18467	574559	40	1	1	1	2	5
18467	574571	40	6	11	2	11	30
18467	574576	39	6	5	7	0	18
18467	574579	37	3	1	3	1	8
18467	574560	36	3	1	3	4	11
18467	574547	35	4	1	0	0	5
18467	574554	34	5	3	3	5	16
18467	574555	33	2	6	0	3	11
18467	574575	33	6	7	3	2	18
18467	574572	31	3	7	2	0	12
18467	574548	30	1	7	3	5	16
18467	574546	29	3	2	1	1	7
18467	575048	26	2	3	1	4	10
18467	574568	25	1	3	1	4	9
18467	574561	23	2	2	0	2	6
18467	574562	23	2	2	0	2	6
18467	574558	22	2	1	1	1	5
18467	574567	21	1	2	0	2	5
18467	574566	20	5	6	0	6	17
18467	574738	20	0	1	0	2	3
18467	574607	16	2	5	0	2	9
18467	574785	16	2	0	0	0	2
18467	574944	16	3	1	0	1	5
18467	574551	14	2	2	2	2	8
18467	574605	14	1	5	0	6	12
18467	575040	13	2	0	1	0	3
18467	574773	12	0	0	0	0	0
18467	210105	11	3	2	0	0	5
18467	574672	11	0	2	0	0	2
18467	574836	11	1	4	0	1	6
18467	193324	10	3	1	0	5	9
18467	574584	10	2	2	0	2	6
18467	574586	10	1	1	0	0	2
18467	574589	10	0	4	0	3	7
